Date,Open,High,Low,Close,Adj Close,Volume
2017-09-01,20.000000,20.910000,19.450001,19.490000,19.490000,1417100
2017-10-01,19.360001,19.750000,18.809999,19.440001,19.440001,2760000
2017-11-01,19.350000,19.719999,18.740000,19.459999,19.459999,1317100
2017-12-01,19.270000,19.990000,19.080000,19.900000,19.900000,1606800
2018-01-01,19.660000,22.139999,19.660000,21.500000,21.500000,1381200
2018-02-01,20.870001,21.780001,20.260000,20.959999,20.959999,1101800
2018-03-01,20.879999,21.500000,20.500000,20.680000,20.680000,1440600
2018-04-01,20.650000,21.260000,20.400000,21.049999,21.049999,1948300
2018-05-01,21.080000,21.090000,19.799999,19.840000,19.840000,1314600
2018-06-01,19.750000,20.209999,19.299999,19.430000,19.430000,1263800
2018-07-01,19.000000,19.080000,18.110001,18.910000,18.910000,2160700
2018-08-01,18.980000,19.219999,18.500000,18.770000,18.770000,1565900
2018-09-01,18.740000,19.680000,18.410000,18.700001,18.700001,1383300
2018-10-01,18.379999,18.719999,17.389999,18.160000,18.160000,3181100
2018-11-01,18.180000,18.219999,16.280001,17.459999,17.459999,3548900
2018-12-01,17.750000,17.750000,15.280000,15.940000,15.940000,4226400
2019-01-01,15.940000,17.070000,15.690000,17.070000,17.070000,2866000
2019-02-01,17.020000,17.389999,16.209999,17.290001,17.290001,1655100
2019-03-01,17.270000,17.379999,15.990000,16.420000,16.420000,1604900
2019-04-01,16.709999,17.280001,15.820000,16.040001,16.040001,2391200
2019-05-01,15.980000,16.100000,13.210000,13.410000,13.410000,2948700
2019-06-01,13.640000,14.390000,13.640000,14.290000,14.290000,3268100
2019-07-01,14.580000,14.650000,12.900000,12.940000,12.940000,2402700
2019-08-01,13.000000,13.120000,12.000000,12.320000,12.320000,3322100
2019-09-01,12.250000,13.540000,12.090000,12.490000,12.490000,1743900
2019-10-01,12.560000,12.940000,12.160000,12.550000,12.550000,2111000
2019-11-01,12.890000,13.200000,12.170000,12.320000,12.320000,1272200
2019-12-01,12.630000,12.820000,11.500000,11.570000,11.570000,2973500
2020-01-01,11.560000,12.000000,10.760000,10.770000,10.770000,3681200
2020-02-01,10.850000,11.070000,8.210000,8.560000,8.560000,4062300
2020-03-01,8.460000,8.620000,6.150000,6.700000,6.700000,9535900
2020-04-01,6.370000,7.200000,5.780000,6.840000,6.840000,7077700
2020-05-01,6.500000,8.250000,6.240000,7.590000,7.590000,3518100
2020-06-01,7.850000,9.030000,7.330000,7.390000,7.390000,2047600
2020-07-01,7.310000,8.240000,6.850000,6.860000,6.860000,2580100
2020-08-01,6.770000,8.170000,6.770000,8.080000,8.080000,1408700
2020-09-01,8.120000,8.120000,6.790000,7.020000,7.020000,1670700
2020-10-01,7.010000,7.470000,6.930000,7.030000,7.030000,1948900
2020-11-01,7.120000,10.460000,7.120000,9.420000,9.420000,2319700
2020-12-01,9.690000,11.500000,9.370000,10.790000,10.790000,2564900
2021-01-01,10.520000,11.260000,10.000000,10.350000,10.350000,1777300
2021-02-01,10.160000,12.740000,10.160000,10.990000,10.990000,2118600
2021-03-01,11.140000,11.610000,10.690000,11.280000,11.280000,2065100
2021-04-01,10.700000,10.910000,10.010000,10.040000,10.040000,2708500
2021-05-01,10.000000,10.700000,9.350000,10.130000,10.130000,2324000
2021-06-01,10.100000,10.780000,9.650000,10.000000,10.000000,2267800
2021-07-01,10.080000,11.720000,9.950000,11.620000,11.620000,2129400
2021-08-01,11.550000,11.800000,9.650000,10.510000,10.510000,1416600
2021-09-01,10.500000,10.820000,9.800000,10.000000,10.000000,1916200
2021-10-01,10.000000,10.650000,9.230000,10.180000,10.180000,2349100
2021-11-01,10.450000,11.400000,9.790000,9.880000,9.880000,2168700
2021-12-01,9.910000,10.140000,9.340000,9.610000,9.610000,2617000
2022-01-01,9.990000,11.350000,9.620000,10.580000,10.580000,3038300
2022-02-01,10.400000,11.200000,9.500000,9.560000,9.560000,1858400
2022-03-01,9.510000,9.510000,7.590000,8.900000,8.900000,4127700
2022-04-01,8.830000,8.870000,7.780000,7.940000,7.940000,2764000
2022-05-01,8.180000,8.240000,7.500000,7.750000,7.750000,2235100
2022-06-01,8.240000,8.540000,7.690000,7.790000,7.790000,1364400
2022-07-01,7.700000,7.750000,7.240000,7.590000,7.590000,1913100
2022-08-01,7.770000,8.200000,7.520000,7.750000,7.750000,1839000
2022-08-24,7.700000,7.780000,7.700000,7.750000,7.750000,43794
