Date,Open,High,Low,Close,Adj Close,Volume
2017-09-01,78.199997,85.830002,77.889999,85.830002,65.574814,32221221
2017-10-01,86.000000,89.349998,84.919998,87.500000,66.850700,28382567
2017-11-01,88.120003,90.680000,84.400002,84.680000,64.696198,34046760
2017-12-01,84.660004,88.220001,82.870003,86.830002,66.338814,26556616
2018-01-01,86.830002,97.500000,83.879997,91.970001,70.265823,43754352
2018-02-01,92.139999,93.449997,85.080002,86.820000,66.331177,40367887
2018-03-01,86.400002,88.919998,81.820000,88.150002,67.347305,47063503
2018-04-01,88.150002,92.470001,86.620003,92.470001,70.647827,35305716
2018-05-01,92.470001,93.870003,84.900002,85.379997,65.231003,40254079
2018-06-01,85.809998,87.919998,77.029999,77.629997,61.966602,41652821
2018-07-01,77.099998,84.480003,76.500000,82.690002,66.005646,40077857
2018-08-01,83.739998,85.750000,79.220001,83.410004,66.580368,38656606
2018-09-01,82.949997,86.739998,76.669998,77.709999,62.030453,42949402
2018-10-01,77.940002,79.440002,71.790001,76.230003,60.849083,46004866
2018-11-01,76.519997,79.120003,71.360001,72.209999,57.640194,42682352
2018-12-01,76.699997,77.559998,69.120003,70.699997,56.434864,40525556
2019-01-01,70.699997,74.750000,68.790001,73.459999,58.637978,33401132
2019-02-01,73.750000,74.470001,68.110001,74.309998,59.316467,33892957
2019-03-01,74.900002,76.500000,67.730003,68.750000,54.878315,38722418
2019-04-01,69.639999,78.300003,69.589996,75.900002,60.585667,34322068
2019-05-01,75.900002,76.779999,61.410000,62.020000,49.506229,50117453
2019-06-01,61.700001,65.620003,61.139999,65.089996,54.699608,35117484
2019-07-01,66.519997,70.559998,64.239998,66.830002,56.161854,37307096
2019-08-01,67.000000,67.970001,58.040001,60.810001,51.102837,37815948
2019-09-01,60.500000,65.620003,60.009998,64.589996,54.279423,30501646
2019-10-01,64.900002,70.540001,61.369999,68.709999,57.741745,34337488
2019-11-01,68.889999,75.879997,68.690002,73.300003,61.599041,31682508
2019-12-01,73.389999,77.059998,71.309998,73.139999,61.464581,25834917
2020-01-01,73.139999,75.349998,64.209999,64.339996,54.069332,31174525
2020-02-01,64.339996,67.279999,57.160000,58.930000,49.522938,45872074
2020-03-01,59.400002,59.599998,36.595001,47.115002,39.593983,90429865
2020-04-01,45.505001,57.259998,43.610001,54.049999,45.421936,48537831
2020-05-01,54.049999,55.810001,45.299999,52.599998,44.203400,50735860
2020-06-01,52.599998,61.820000,52.599998,56.820000,50.427521,51442707
2020-07-01,56.009998,62.400002,54.680000,54.700001,48.546028,34868942
2020-08-01,54.700001,61.770000,54.230000,60.150002,53.382881,34525699
2020-09-01,61.259998,65.000000,58.779999,61.990002,55.015873,33579010
2020-10-01,63.110001,66.410004,57.250000,58.680000,52.078259,32090045
2020-11-01,59.000000,77.309998,58.130001,73.040001,64.822701,39964286
2020-12-01,73.739998,76.129997,69.730003,72.230003,64.103836,28474064
2021-01-01,72.230003,73.519997,68.209999,70.010002,62.133587,33217064
2021-02-01,70.809998,73.050003,68.870003,71.500000,63.455959,27930881
2021-03-01,72.099998,89.470001,71.559998,88.470001,78.516762,48091433
2021-04-01,89.589996,90.680000,83.070000,83.400002,74.017159,23797765
2021-05-01,83.809998,87.959999,79.760002,86.699997,76.945892,23950819
2021-06-01,87.669998,96.389999,87.669998,89.309998,83.012917,26498336
2021-07-01,89.669998,91.150002,81.800003,83.879997,77.965775,22645353
2021-08-01,84.820000,86.000000,75.410004,80.370003,74.703262,27669035
2021-09-01,81.339996,84.900002,76.550003,82.760002,76.924751,30615359
2021-10-01,81.820000,89.010002,80.639999,87.239998,81.088867,25673335
2021-11-01,87.459999,95.440002,83.379997,84.980003,78.988220,28071629
2021-12-01,85.989998,91.879997,83.360001,88.489998,82.250732,21843568
2022-01-01,88.910004,100.419998,88.739998,92.949997,86.396271,28003999
2022-02-01,93.209999,97.599998,83.220001,86.559998,80.456818,35962099
2022-03-01,86.160004,87.500000,67.580002,78.599998,73.058060,59314019
2022-04-01,78.510002,80.620003,74.279999,78.510002,72.974411,21373562
2022-05-01,77.739998,83.000000,74.260002,80.629997,74.944931,29618340
2022-06-01,81.529999,84.050003,70.570000,73.459999,73.459999,30429615
2022-07-01,72.860001,79.809998,71.220001,79.480003,79.480003,26432199
2022-08-01,79.930000,81.129997,72.690002,74.519997,74.519997,21794958
